**************************************************
START LOG TRACE: 14/10/2021 06:28:37.783
**************************************************

14/10/2021 06:28:37.799: Start update interface for slab 148109.

14/10/2021 06:28:38.485: 
|Order Code                                        |Piece Code                                        |Waste|Small|Last |Pick X  |Pick Y  |Pick R  |Pick L  |Pick W  |Pos X   |Pos Y   |Rot     |Len     |Width   |Thick   |Slab Code         |Unique ID                                         |
|                                       OFF00090787|                                   _SP00019868_684|    0|    0|    0|-2548.14| 1268.92|    0.00|  499.80|  174.93|-2548.14| 1268.92|  180.00|  532.00|  175.00|   15.00|SLAB00000000041920|                                            611779|
|                                       OFF00090787|                                   _SP00019868_685|    0|    0|    0|-3084.14| 2163.92|    0.00|  499.80|  174.93|-3084.14| 2163.92|  180.00|  532.00|  175.00|   15.00|SLAB00000000041920|                                            611780|
|                                       OFF00090787|                                   _SP00019868_686|    0|    0|    0|-3084.14| 1984.92|    0.00|  499.80|  174.93|-3084.14| 1984.92|  180.00|  532.00|  175.00|   15.00|SLAB00000000041920|                                            611781|
|                                       OFF00090787|                                   _SP00019868_687|    0|    0|    0|-2548.14| 1984.92|    0.00|  499.80|  174.93|-2548.14| 1984.92|  180.00|  532.00|  175.00|   15.00|SLAB00000000041920|                                            611782|
|                                       OFF00090787|                                   _SP00019868_688|    0|    0|    0|-3084.14| 1447.92|    0.00|  499.80|  174.93|-3084.14| 1447.92|  180.00|  532.00|  175.00|   15.00|SLAB00000000041920|                                            611783|
|                                       OFF00090787|                                   _SP00019868_689|    0|    0|    0|-2548.14| 1447.92|    0.00|  499.80|  174.93|-2548.14| 1447.92|  180.00|  532.00|  175.00|   15.00|SLAB00000000041920|                                            611784|
|                                       OFF00090787|                                   _SP00019868_690|    0|    0|    0|-3084.14| 2342.92|    0.00|  499.80|  174.93|-3084.14| 2342.92|  180.00|  532.00|  175.00|   15.00|SLAB00000000041920|                                            611785|
|                                       OFF00090787|                                   _SP00019869_691|    0|    0|    0|-2079.64|  910.92|    0.00|  349.90|  174.95|-2079.64|  910.92|    0.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611786|
|                                       OFF00090787|                                   _SP00019869_692|    0|    0|    0|-1678.64|  910.92|    0.00|  349.90|  174.95|-1678.64|  910.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611787|
|                                       OFF00090787|                                   _SP00019869_693|    0|    0|    0|-1277.64|  910.92|    0.00|  349.90|  174.95|-1277.64|  910.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611788|
|                                       OFF00090787|                                   _SP00019869_694|    0|    0|    0| -876.64|  910.92|    0.00|  349.90|  174.95| -876.64|  910.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611789|
|                                       OFF00090787|                                   _SP00019869_695|    0|    0|    0|-2079.64| 1089.92|    0.00|  349.90|  174.95|-2079.64| 1089.92|    0.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611790|
|                                       OFF00090787|                                   _SP00019869_696|    0|    0|    0|-1678.64| 1089.92|    0.00|  349.90|  174.95|-1678.64| 1089.92|    0.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611791|
|                                       OFF00090787|                                   _SP00019869_697|    0|    0|    0|-1277.64| 1089.92|    0.00|  349.90|  174.95|-1277.64| 1089.92|    0.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611792|
|                                       OFF00090787|                                   _SP00019869_698|    0|    0|    0| -876.64| 1089.92|    0.00|  349.90|  174.95| -876.64| 1089.92|    0.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611793|
|                                       OFF00090787|                                   _SP00019869_699|    0|    0|    0|-2079.64| 1268.92|    0.00|  349.90|  174.95|-2079.64| 1268.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611794|
|                                       OFF00090787|                                   _SP00019869_700|    0|    0|    0|-1678.64| 1268.92|    0.00|  349.90|  174.95|-1678.64| 1268.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611795|
|                                       OFF00090787|                                   _SP00019869_701|    0|    0|    0|-1277.64| 1268.92|    0.00|  349.90|  174.95|-1277.64| 1268.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611796|
|                                       OFF00090787|                                   _SP00019869_702|    0|    0|    0| -876.64| 1268.92|    0.00|  349.90|  174.95| -876.64| 1268.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611797|
|                                       OFF00090787|                                   _SP00019869_703|    0|    0|    0|-2079.64| 1447.92|    0.00|  349.90|  174.95|-2079.64| 1447.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611798|
|                                       OFF00090787|                                   _SP00019869_704|    0|    0|    0|-1678.64| 1447.92|    0.00|  349.90|  174.95|-1678.64| 1447.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611799|
|                                       OFF00090787|                                   _SP00019869_705|    0|    0|    0|-1277.64| 1447.92|    0.00|  349.90|  174.95|-1277.64| 1447.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611800|
|                                       OFF00090787|                                   _SP00019869_706|    0|    0|    0| -876.64| 1447.92|    0.00|  349.90|  174.95| -876.64| 1447.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611801|
|                                       OFF00090787|                                   _SP00019869_707|    0|    0|    0|-2079.64| 1626.92|    0.00|  349.90|  174.95|-2079.64| 1626.92|    0.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611802|
|                                       OFF00090787|                                   _SP00019869_708|    0|    0|    0|-1678.64| 1626.92|    0.00|  349.90|  174.95|-1678.64| 1626.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611803|
|                                       OFF00090787|                                   _SP00019869_709|    0|    0|    0|-1277.64| 1626.92|    0.00|  349.90|  174.95|-1277.64| 1626.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611804|
|                                       OFF00090787|                                   _SP00019869_710|    0|    0|    0| -876.64| 1626.92|    0.00|  349.90|  174.95| -876.64| 1626.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611805|
|                                       OFF00090787|                                   _SP00019869_711|    0|    0|    0|-2079.64| 1805.92|    0.00|  349.90|  174.95|-2079.64| 1805.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611806|
|                                       OFF00090787|                                   _SP00019869_712|    0|    0|    0|-1678.64| 1805.92|    0.00|  349.90|  174.95|-1678.64| 1805.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611807|
|                                       OFF00090787|                                   _SP00019869_713|    0|    0|    0|-1277.64| 1805.92|    0.00|  349.90|  174.95|-1277.64| 1805.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611808|
|                                       OFF00090787|                                   _SP00019869_714|    0|    0|    0| -876.64| 1805.92|    0.00|  349.90|  174.95| -876.64| 1805.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611809|
|                                       OFF00090787|                                   _SP00019869_715|    0|    0|    0|-2079.64| 1984.92|    0.00|  349.90|  174.95|-2079.64| 1984.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611810|
|                                       OFF00090787|                                   _SP00019869_716|    0|    0|    0|-1678.64| 1984.92|    0.00|  349.90|  174.95|-1678.64| 1984.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611811|
|                                       OFF00090787|                                   _SP00019869_717|    0|    0|    0|-1277.64| 1984.92|    0.00|  349.90|  174.95|-1277.64| 1984.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611812|
|                                       OFF00090787|                                   _SP00019869_718|    0|    0|    0| -876.64| 1984.92|    0.00|  349.90|  174.95| -876.64| 1984.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611813|
|                                       OFF00090787|                                   _SP00019869_719|    0|    0|    0|-2079.64| 2163.92|    0.00|  349.90|  174.95|-2079.64| 2163.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611814|
|                                       OFF00090787|                                   _SP00019869_720|    0|    0|    0|-1678.64| 2163.92|    0.00|  349.90|  174.95|-1678.64| 2163.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611815|
|                                       OFF00090787|                                   _SP00019869_721|    0|    0|    0|-1277.64| 2163.92|    0.00|  349.90|  174.95|-1277.64| 2163.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611816|
|                                       OFF00090787|                                   _SP00019869_722|    0|    0|    0| -876.64| 2163.92|    0.00|  349.90|  174.95| -876.64| 2163.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611817|
|                                       OFF00090787|                                   _SP00019869_723|    0|    0|    0|-2079.64| 2342.92|    0.00|  349.90|  174.95|-2079.64| 2342.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611818|
|                                       OFF00090787|                                   _SP00019869_724|    0|    0|    0|-1678.64| 2342.92|    0.00|  349.90|  174.95|-1678.64| 2342.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611819|
|                                       OFF00090787|                                   _SP00019869_725|    0|    0|    0|-1277.64| 2342.92|    0.00|  349.90|  174.95|-1277.64| 2342.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611820|
|                                       OFF00090787|                                   _SP00019869_726|    0|    0|    0| -876.64| 2342.92|    0.00|  349.90|  174.95| -876.64| 2342.92|  180.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611821|
|                                       OFF00090787|                                   _SP00019869_727|    0|    0|    0| -503.03| 1268.92|   90.00|  349.90|  174.95| -503.03| 1268.92|  270.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611822|
|                                       OFF00090787|                                   _SP00019869_728|    0|    0|    0| -503.03| 1669.92|   90.00|  349.90|  174.95| -503.03| 1669.92|   90.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611823|
|                                       OFF00090787|                                   _SP00019869_729|    0|    0|    0| -503.03| 2070.92|   90.00|  349.90|  174.95| -503.03| 2070.92|  270.00|  397.00|  175.00|   15.00|SLAB00000000041920|                                            611824|


14/10/2021 08:55:12.904: End update interface for slab 148113.
**************************************************
END LOG TRACE: 14/10/2021 08:55:12.904
**************************************************
**************************************************
START LOG TRACE: 14/10/2021 09:39:24.127
**************************************************

14/10/2021 09:39:24.127: Start update interface for slab 148114.

14/10/2021 09:39:24.407: 
|Order Code                                        |Piece Code                                        |Waste|Small|Last |Pick X  |Pick Y  |Pick R  |Pick L  |Pick W  |Pos X   |Pos Y   |Rot     |Len     |Width   |Thick   |Slab Code         |Unique ID                                         |
|                                       OFF00090787|                                   _SP00019869_902|    0|    0|    0|-3099.27| 1003.78|    0.00|  349.90|  174.95|-3099.27| 1003.78|    0.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611825|
|                                       OFF00090787|                                   _SP00019869_903|    0|    0|    0|-2698.27| 1003.78|    0.00|  349.90|  174.95|-2698.27| 1003.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611826|
|                                       OFF00090787|                                   _SP00019869_904|    0|    0|    0|-3099.27| 1540.78|    0.00|  349.90|  174.95|-3099.27| 1540.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611827|
|                                       OFF00090787|                                   _SP00019869_905|    0|    0|    0|-2698.27| 1540.78|    0.00|  349.90|  174.95|-2698.27| 1540.78|    0.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611828|
|                                       OFF00090787|                                   _SP00019869_906|    0|    0|    0|-3099.27| 1898.78|    0.00|  349.90|  174.95|-3099.27| 1898.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611829|
|                                       OFF00090787|                                   _SP00019869_907|    0|    0|    0|-2698.27| 1898.78|    0.00|  349.90|  174.95|-2698.27| 1898.78|    0.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611830|
|                                       OFF00090787|                                   _SP00019869_908|    0|    0|    0| -655.61| 1014.69|    0.00|  349.90|  174.95| -655.61| 1014.69|    0.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611831|
|                                       OFF00090787|                                   _SP00019869_909|    0|    0|    0|-3099.27| 1182.78|    0.00|  349.90|  174.95|-3099.27| 1182.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611832|
|                                       OFF00090787|                                   _SP00019869_910|    0|    0|    0|-2698.27| 1182.78|    0.00|  349.90|  174.95|-2698.27| 1182.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611833|
|                                       OFF00090787|                                   _SP00019869_911|    0|    0|    0|-3099.27| 1719.78|    0.00|  349.90|  174.95|-3099.27| 1719.78|    0.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611834|
|                                       OFF00090787|                                   _SP00019869_912|    0|    0|    0|-2698.27| 1719.78|    0.00|  349.90|  174.95|-2698.27| 1719.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611835|
|                                       OFF00090787|                                   _SP00019869_913|    0|    0|    0|-3099.27| 2077.78|    0.00|  349.90|  174.95|-3099.27| 2077.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611836|
|                                       OFF00090787|                                   _SP00019869_914|    0|    0|    0|-2698.27| 2077.78|    0.00|  349.90|  174.95|-2698.27| 2077.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611837|
|                                       OFF00090787|                                   _SP00019869_915|    0|    0|    0| -655.61| 1193.69|    0.00|  349.90|  174.95| -655.61| 1193.69|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611838|
|                                       OFF00090787|                                   _SP00019869_916|    0|    0|    0|-3099.27| 1361.78|    0.00|  349.90|  174.95|-3099.27| 1361.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611839|
|                                       OFF00090787|                                   _SP00019869_917|    0|    0|    0|-2698.27| 1361.78|    0.00|  349.90|  174.95|-2698.27| 1361.78|  180.00|  397.00|  175.00|   15.00|SLAB00000000041921|                                            611840|
|                                       OFF00090787|                                   _SP00019870_918|    0|    0|    0|-1785.66|  924.81|    0.00|  570.88|  199.81|-1785.66|  924.81|    0.00| 1200.00|  200.00|   15.00|SLAB00000000041921|                                            611841|
|                                       OFF00090787|                                   _SP00019870_919|    0|    0|    0|-1785.66| 1128.81|    0.00|  570.88|  199.81|-1785.66| 1128.81|  180.00| 1200.00|  200.00|   15.00|SLAB00000000041921|                                            611842|
|                                       OFF00090787|                                   _SP00019870_920|    0|    0|    0|-1785.66| 1332.81|    0.00|  570.88|  199.81|-1785.66| 1332.81|  180.00| 1200.00|  200.00|   15.00|SLAB00000000041921|                                            611843|
|                                       OFF00090787|                                   _SP00019870_921|    0|    0|    0|-1785.66| 1536.81|    0.00|  570.88|  199.81|-1785.66| 1536.81|  180.00| 1200.00|  200.00|   15.00|SLAB00000000041921|                                            611844|
|                                       OFF00090787|                                   _SP00019870_922|    0|    0|    0|-1785.66| 1740.81|    0.00|  570.88|  199.81|-1785.66| 1740.81|  180.00| 1200.00|  200.00|   15.00|SLAB00000000041921|                                            611845|
|                                       OFF00090787|                                   _SP00019870_923|    0|    0|    0|-1785.66| 1944.81|    0.00|  570.88|  199.81|-1785.66| 1944.81|  180.00| 1200.00|  200.00|   15.00|SLAB00000000041921|                                            611846|
|                                       OFF00090787|                                   _SP00019870_924|    0|    0|    0|-1785.66| 2148.81|    0.00|  570.88|  199.81|-1785.66| 2148.81|  180.00| 1200.00|  200.00|   15.00|SLAB00000000041921|                                            611847|
|                                       OFF00090787|                                   _SP00019870_925|    0|    0|    0|-1785.66| 2352.81|    0.00|  570.88|  199.81|-1785.66| 2352.81|  180.00| 1200.00|  200.00|   15.00|SLAB00000000041921|                                            611848|
|                                       OFF00090787|                                   _SP00019871_928|    0|    0|    0| -629.17| 1893.62|   90.00|  499.74|  174.91| -629.17| 1893.62|   90.00|  962.00|  175.00|   15.00|SLAB00000000041921|                                            611849|
|                                       OFF00090787|                                   _SP00019871_929|    0|    0|    0| -808.17| 1893.62|   90.00|  499.74|  174.91| -808.17| 1893.62|   90.00|  962.00|  175.00|   15.00|SLAB00000000041921|                                            611850|
|                                       OFF00090787|                                   _SP00019871_930|    0|    0|    0| -987.17| 1893.62|   90.00|  499.74|  174.91| -987.17| 1893.62|   90.00|  962.00|  175.00|   15.00|SLAB00000000041921|                                            611851|


14/10/2021 09:39:24.423: End update interface for slab 148114.
**************************************************
END LOG TRACE: 14/10/2021 09:39:24.423
**************************************************
**************************************************
START LOG TRACE: 14/10/2021 10:07:12.353
**************************************************

14/10/2021 10:07:12.353: Start update interface for slab 148115.

14/10/2021 10:07:12.556: 
|Order Code                                        |Piece Code                                        |Waste|Small|Last |Pick X  |Pick Y  |Pick R  |Pick L  |Pick W  |Pos X   |Pos Y   |Rot     |Len     |Width   |Thick   |Slab Code         |Unique ID                                         |
|                                       OFF00090787|                                  _SP00019871_1013|    0|    0|    0|-2848.14| 1823.88|    0.00|  499.74|  174.91|-2848.14| 1823.88|    0.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611852|
|                                       OFF00090787|                                  _SP00019871_1014|    0|    0|    0|-2848.14| 1644.88|    0.00|  499.74|  174.91|-2848.14| 1644.88|  180.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611853|
|                                       OFF00090787|                                  _SP00019871_1015|    0|    0|    0|-1882.14| 1823.88|    0.00|  499.74|  174.91|-1882.14| 1823.88|  180.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611854|
|                                       OFF00090787|                                  _SP00019871_1016|    0|    0|    0|-2848.14| 2002.88|    0.00|  499.74|  174.91|-2848.14| 2002.88|    0.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611855|
|                                       OFF00090787|                                  _SP00019871_1017|    0|    0|    0|-1882.14| 2002.88|    0.00|  499.74|  174.91|-1882.14| 2002.88|  180.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611856|
|                                       OFF00090787|                                  _SP00019871_1018|    0|    0|    0| -916.14| 2002.88|    0.00|  499.74|  174.91| -916.14| 2002.88|  180.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611857|
|                                       OFF00090787|                                  _SP00019871_1019|    0|    0|    0|-2848.14| 2181.88|    0.00|  499.74|  174.91|-2848.14| 2181.88|  180.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611858|
|                                       OFF00090787|                                  _SP00019871_1020|    0|    0|    0| -916.14| 1823.88|    0.00|  499.74|  174.91| -916.14| 1823.88|  180.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611859|
|                                       OFF00090787|                                  _SP00019871_1021|    0|    0|    0| -916.14| 2181.88|    0.00|  499.74|  174.91| -916.14| 2181.88|  180.00|  962.00|  175.00|   15.00|SLAB00000000041922|                                            611860|
|                                       OFF00090787|                                  _SP00019872_1025|    0|    0|    0| -867.05| 1545.61|    0.00|  499.95|  174.98| -867.05| 1545.61|  180.00|  930.00|  175.00|   15.00|SLAB00000000041922|                                            611861|
|                                       OFF00090787|                                  _SP00019872_1027|    0|    0|    0|-1801.05| 1366.61|    0.00|  499.95|  174.98|-1801.05| 1366.61|  180.00|  930.00|  175.00|   15.00|SLAB00000000041922|                                            611862|
|                                       OFF00090787|                                  _SP00019872_1028|    0|    0|    0| -867.05| 1366.61|    0.00|  499.95|  174.98| -867.05| 1366.61|  180.00|  930.00|  175.00|   15.00|SLAB00000000041922|                                            611863|
|                                       OFF00090787|                                  _SP00019872_1030|    0|    0|    0|-1801.05| 1187.61|    0.00|  499.95|  174.98|-1801.05| 1187.61|    0.00|  930.00|  175.00|   15.00|SLAB00000000041922|                                            611864|
|                                       OFF00090787|                                  _SP00019872_1031|    0|    0|    0| -867.05| 1187.61|    0.00|  499.95|  174.98| -867.05| 1187.61|    0.00|  930.00|  175.00|   15.00|SLAB00000000041922|                                            611865|
|                                       OFF00090787|                                  _SP00019872_1032|    0|    0|    0|-2890.72|  955.46|    0.00|  499.95|  174.98|-2890.72|  955.46|  180.00|  930.00|  175.00|   15.00|SLAB00000000041922|                                            611866|
|                                       OFF00090787|                                  _SP00019872_1033|    0|    0|    0|-1801.05| 1008.61|    0.00|  499.95|  174.98|-1801.05| 1008.61|    0.00|  930.00|  175.00|   15.00|SLAB00000000041922|                                            611867|


14/10/2021 10:07:12.571: End update interface for slab 148115.
**************************************************
END LOG TRACE: 14/10/2021 10:07:12.571
**************************************************
**************************************************
START LOG TRACE: 14/10/2021 10:22:11.367
**************************************************

14/10/2021 10:22:11.367: Start update interface for slab 148116.

14/10/2021 10:22:11.632: 
|Order Code                                        |Piece Code                                        |Waste|Small|Last |Pick X  |Pick Y  |Pick R  |Pick L  |Pick W  |Pos X   |Pos Y   |Rot     |Len     |Width   |Thick   |Slab Code         |Unique ID                                         |
|                                       OFF00090787|                                  _SP00019874_1305|    0|    0|    0|-2032.24| 1117.90|    0.00|  499.31|  174.76|-2032.24| 1117.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611868|
|                                       OFF00090787|                                  _SP00019874_1304|    0|    0|    0|-1368.24|  938.90|    0.00|  499.31|  174.76|-1368.24|  938.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611869|
|                                       OFF00090787|                                  _SP00019874_1303|    0|    0|    0|-2032.24|  938.90|    0.00|  499.31|  174.76|-2032.24|  938.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611870|
|                                       OFF00090787|                                  _SP00019874_1302|    0|    0|    0|-2032.24| 1654.90|    0.00|  499.31|  174.76|-2032.24| 1654.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611871|
|                                       OFF00090787|                                  _SP00019873_1301|    0|    0|    0|-1127.81| 1978.00|    0.00|  499.64|  174.87|-1127.81| 1978.00|    0.00|  720.00|  175.00|   15.00|SLAB00000000041923|                                            611872|
|                                       OFF00090787|                                  _SP00019873_1300|    0|    0|    0|-1127.81| 1799.00|    0.00|  499.64|  174.87|-1127.81| 1799.00|  180.00|  720.00|  175.00|   15.00|SLAB00000000041923|                                            611873|
|                                       OFF00090787|                                  _SP00019872_1293|    0|    0|    0|-2831.24|  938.90|    0.00|  499.95|  174.98|-2831.24|  938.90|  180.00|  930.00|  175.00|   15.00|SLAB00000000041923|                                            611874|
|                                       OFF00090787|                                  _SP00019872_1294|    0|    0|    0|-2831.24| 1117.90|    0.00|  499.95|  174.98|-2831.24| 1117.90|  180.00|  930.00|  175.00|   15.00|SLAB00000000041923|                                            611875|
|                                       OFF00090787|                                  _SP00019872_1295|    0|    0|    0|-2831.24| 1296.90|    0.00|  499.95|  174.98|-2831.24| 1296.90|    0.00|  930.00|  175.00|   15.00|SLAB00000000041923|                                            611876|
|                                       OFF00090787|                                  _SP00019872_1296|    0|    0|    0|-2831.24| 1475.90|    0.00|  499.95|  174.98|-2831.24| 1475.90|  180.00|  930.00|  175.00|   15.00|SLAB00000000041923|                                            611877|
|                                       OFF00090787|                                  _SP00019872_1297|    0|    0|    0|-2831.24| 1654.90|    0.00|  499.95|  174.98|-2831.24| 1654.90|    0.00|  930.00|  175.00|   15.00|SLAB00000000041923|                                            611878|
|                                       OFF00090787|                                  _SP00019872_1298|    0|    0|    0|-2831.24| 1833.90|    0.00|  499.95|  174.98|-2831.24| 1833.90|  180.00|  930.00|  175.00|   15.00|SLAB00000000041923|                                            611879|
|                                       OFF00090787|                                  _SP00019872_1299|    0|    0|    0|-2831.24| 2012.90|    0.00|  499.95|  174.98|-2831.24| 2012.90|  180.00|  930.00|  175.00|   15.00|SLAB00000000041923|                                            611880|
|                                       OFF00090787|                                  _SP00019874_1306|    0|    0|    0|-1368.24| 1117.90|    0.00|  499.31|  174.76|-1368.24| 1117.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611881|
|                                       OFF00090787|                                  _SP00019874_1307|    0|    0|    0|-2032.24| 2012.90|    0.00|  499.31|  174.76|-2032.24| 2012.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611882|
|                                       OFF00090787|                                  _SP00019874_1308|    0|    0|    0|-2032.24| 1296.90|    0.00|  499.31|  174.76|-2032.24| 1296.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611883|
|                                       OFF00090787|                                  _SP00019874_1309|    0|    0|    0|-1368.24| 1296.90|    0.00|  499.31|  174.76|-1368.24| 1296.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611884|
|                                       OFF00090787|                                  _SP00019874_1310|    0|    0|    0|-2032.24| 1833.90|    0.00|  499.31|  174.76|-2032.24| 1833.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611885|
|                                       OFF00090787|                                  _SP00019874_1311|    0|    0|    0|-2032.24| 1475.90|    0.00|  499.31|  174.76|-2032.24| 1475.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611886|
|                                       OFF00090787|                                  _SP00019874_1312|    0|    0|    0|-1368.24| 1475.90|    0.00|  499.31|  174.76|-1368.24| 1475.90|  180.00|  660.00|  175.00|   15.00|SLAB00000000041923|                                            611887|
|                                       OFF00090787|                                  _SP00019875_1313|    0|    0|    0| -717.24| 1117.90|    0.00|  499.18|  174.71| -717.24| 1117.90|  180.00|  634.00|  175.00|   15.00|SLAB00000000041923|                                            611888|
|                                       OFF00090787|                                  _SP00019875_1314|    0|    0|    0| -717.24| 1296.90|    0.00|  499.18|  174.71| -717.24| 1296.90|  180.00|  634.00|  175.00|   15.00|SLAB00000000041923|                                            611889|
|                                       OFF00090787|                                  _SP00019875_1315|    0|    0|    0| -717.24| 1475.90|    0.00|  499.18|  174.71| -717.24| 1475.90|    0.00|  634.00|  175.00|   15.00|SLAB00000000041923|                                            611890|


14/10/2021 10:22:11.632: End update interface for slab 148116.
**************************************************
END LOG TRACE: 14/10/2021 10:22:11.632
**************************************************
**************************************************
START LOG TRACE: 14/10/2021 10:48:50.991
**************************************************

14/10/2021 10:48:50.992: Start update interface for slab 148117.

14/10/2021 10:48:51.329: 
|Order Code                                        |Piece Code                                        |Waste|Small|Last |Pick X  |Pick Y  |Pick R  |Pick L  |Pick W  |Pos X   |Pos Y   |Rot     |Len     |Width   |Thick   |Slab Code         |Unique ID                                         |
|                                       OFF00090787|                                  _SP00019876_1385|    0|    0|    0|-3006.03| 1030.36|    0.00|  499.71|  174.90|-3006.03| 1030.36|    0.00|  527.00|  175.00|   15.00|SLAB00000000041924|                                            611891|
|                                       OFF00090787|                                  _SP00019876_1386|    0|    0|    0|-3006.03| 1746.36|    0.00|  499.71|  174.90|-3006.03| 1746.36|  180.00|  527.00|  175.00|   15.00|SLAB00000000041924|                                            611892|
|                                       OFF00090787|                                  _SP00019876_1387|    0|    0|    0|-3006.03| 1388.36|    0.00|  499.71|  174.90|-3006.03| 1388.36|  180.00|  527.00|  175.00|   15.00|SLAB00000000041924|                                            611893|
|                                       OFF00090787|                                  _SP00019876_1388|    0|    0|    0|-2475.03| 1388.36|    0.00|  499.71|  174.90|-2475.03| 1388.36|  180.00|  527.00|  175.00|   15.00|SLAB00000000041924|                                            611894|
|                                       OFF00090787|                                  _SP00019876_1389|    0|    0|    0|-2475.03| 1030.36|    0.00|  499.71|  174.90|-2475.03| 1030.36|    0.00|  527.00|  175.00|   15.00|SLAB00000000041924|                                            611895|
|                                       OFF00090787|                                  _SP00019876_1390|    0|    0|    0|-3006.03| 1209.36|    0.00|  499.71|  174.90|-3006.03| 1209.36|  180.00|  527.00|  175.00|   15.00|SLAB00000000041924|                                            611896|
